index,image_link,group_id,entity_name,text_img
61,https://m.media-amazon.com/images/I/21twwj6e-VL.jpg,297918,item_weight,"""(681| Jeq [ :oz15 'NJBS sbupas s1jeJ UOQHnON"
62,https://m.media-amazon.com/images/I/21vCDAVwSXS.jpg,752266,height,1 7 280mm
63,https://m.media-amazon.com/images/I/21vCDAVwSXS.jpg,752266,depth,1 7 280mm
64,https://m.media-amazon.com/images/I/21vCDAVwSXS.jpg,752266,width,1 7 280mm
65,https://m.media-amazon.com/images/I/21vv80MKQEL.jpg,709627,voltage,6 0 1 W 2
66,https://m.media-amazon.com/images/I/21xX4tzOqKL.jpg,953313,item_weight,EftpItnt 0aod EDQ SIUE Dant L92TB Kingston
67,https://m.media-amazon.com/images/I/21xnCHoPZHL.jpg,156839,height,"79151""( 200.2 Ukaomi Fam 72-144"" ( 192.9 365-8 cl Vnc"
68,https://m.media-amazon.com/images/I/21ykCJJsDpL.jpg,648011,width,4.2in 10 cm
69,https://m.media-amazon.com/images/I/21ykCJJsDpL.jpg,648011,height,4.2in 10 cm
70,https://m.media-amazon.com/images/I/21ykCJJsDpL.jpg,648011,depth,4.2in 10 cm
71,https://m.media-amazon.com/images/I/21ztnqtFNVL.jpg,752266,width,23 cm
72,https://m.media-amazon.com/images/I/21ztnqtFNVL.jpg,752266,height,23 cm
73,https://m.media-amazon.com/images/I/21ztnqtFNVL.jpg,752266,depth,23 cm
74,https://m.media-amazon.com/images/I/31+1xiVjZBL.jpg,997176,wattage,230mm Capacity: 1.4L 1 Power: 1500W 160mm
75,https://m.media-amazon.com/images/I/31+1xiVjZBL.jpg,997176,voltage,230mm Capacity: 1.4L 1 Power: 1500W 160mm
76,https://m.media-amazon.com/images/I/31+21njYcOL.jpg,558806,height,4.7 in / 12 cm 3.1 in / 8 cm
77,https://m.media-amazon.com/images/I/31+21njYcOL.jpg,558806,depth,4.7 in / 12 cm 3.1 in / 8 cm
78,https://m.media-amazon.com/images/I/31+B4SvByXL.jpg,953313,item_weight,%55 ag0+7
79,https://m.media-amazon.com/images/I/31+H+PVsNEL.jpg,801829,height,Size: 120x50cm
80,https://m.media-amazon.com/images/I/31+KMtY+QXL.jpg,630390,item_weight,
81,https://m.media-amazon.com/images/I/31+KPbkPVPL.jpg,488883,maximum_weight_recommendation,Lojd Capacit 243 LBS
82,https://m.media-amazon.com/images/I/31+NHijx4tL.jpg,933453,item_weight,11.1 Ib 5.05 kg Super Lightweight
83,https://m.media-amazon.com/images/I/31+RAxx7XaL.jpg,411423,item_weight,RUPENs traditonal recipes autnantctuatan VINDALOO CURRY SAUCE Doicy cutywila Kosamit Ann chitundtamornd HLI 07 1703qi
84,https://m.media-amazon.com/images/I/31+X1Lh3+eL.jpg,469317,height,39 in 98 cm A
85,https://m.media-amazon.com/images/I/31+X1Lh3+eL.jpg,469317,width,39 in 98 cm A
86,https://m.media-amazon.com/images/I/31+X1Lh3+eL.jpg,469317,depth,39 in 98 cm A
87,https://m.media-amazon.com/images/I/31+kevQrOnL.jpg,860821,wattage,The Higher the CFM; the greater the air movement CFM Subia Feoe Less Air 100 110 120 130 More Air
88,https://m.media-amazon.com/images/I/31+kevQrOnL.jpg,860821,voltage,The Higher the CFM; the greater the air movement CFM Subia Feoe Less Air 100 110 120 130 More Air
89,https://m.media-amazon.com/images/I/31+kevQrOnL.jpg,860821,item_weight,The Higher the CFM; the greater the air movement CFM Subia Feoe Less Air 100 110 120 130 More Air
90,https://m.media-amazon.com/images/I/31+nz2egbjL.jpg,311997,width,60 cm 26 cm 6 3
91,https://m.media-amazon.com/images/I/31+qzYwhJ9L.jpg,442321,maximum_weight_recommendation,Indudcz arctor hardwaic Mijmum stabilic- Ruitin tine Munugemem: Jnimet 200LB 00.7KG idietablc cen
92,https://m.media-amazon.com/images/I/31+sbhHNfYS.jpg,311997,width,"400 mm(15.7"" 500 mm(19. 7# 1 4"
93,https://m.media-amazon.com/images/I/31+zGAugKrL.jpg,178958,height,"23.95"" 28.4"" 7.6""'"
94,https://m.media-amazon.com/images/I/31+zdbOuiTL.jpg,279307,item_weight,~nulatm Repl] B@ CVISO
95,https://m.media-amazon.com/images/I/31-4a-yI8sS.jpg,932012,height,14cm/S.S1in 12.5cm/4.92in
96,https://m.media-amazon.com/images/I/31-4a-yI8sS.jpg,932012,width,14cm/S.S1in 12.5cm/4.92in
97,https://m.media-amazon.com/images/I/31-4uQ1S2XL.jpg,709627,voltage,"oomm NIMH AABOQOmAh 9,6v 90805 56mm 4mm"
98,https://m.media-amazon.com/images/I/31-7OAd1COL.jpg,311997,height,"1 00 0 23.5 cm(9.3"" 80 'cm(31.5"""
99,https://m.media-amazon.com/images/I/31-8fLBjX8L.jpg,120219,depth,14.9 in / 38 cm 4.33 in 11 cm
100,https://m.media-amazon.com/images/I/31-A90GRAHL.jpg,469317,height,"Orcr 4,6in 37cm 15 Io 35GcM 58 Zcm"
101,https://m.media-amazon.com/images/I/31-Jdk3SMUL.jpg,961822,item_volume,PRQVEN REPEESN MosQuItO 12 AND Bpra} VOSQUITOES Ticks BLACI FLIES LiSted INSECTS GENTLE SCENT 2 foz (59 m4)
102,https://m.media-amazon.com/images/I/31-OBkMKDLL.jpg,318770,wattage,"XLR to %"" TRS Connector (wired for balanced mono) Left 3-pin XLR Right Common Shield Slccve Common) Lel Tip (Left) Fin Right Ring (Right)"
103,https://m.media-amazon.com/images/I/31-QiMl+gwL.jpg,801829,width,90 cm 86 cm 62 cm
104,https://m.media-amazon.com/images/I/31-Tp1rWTJL.jpg,478357,height,40 cm 35 cm 6 8
105,https://m.media-amazon.com/images/I/31-Ubz8YvUL.jpg,524117,height,6 16cm 20cm
106,https://m.media-amazon.com/images/I/31-Ubz8YvUL.jpg,524117,width,6 16cm 20cm
107,https://m.media-amazon.com/images/I/31-UedLQDqL.jpg,442321,height,"110 cm(43.3"" 60 cm(23.6 1 m"
108,https://m.media-amazon.com/images/I/31-W0zT17nL.jpg,628971,item_weight,OL WiscoNsin 316 Turkev 725 HHomey Brown 3 Susar Hul 4
109,https://m.media-amazon.com/images/I/31-bBqUQPuL.jpg,478357,height,6 ? Jo 3 30 cm
110,https://m.media-amazon.com/images/I/310-VAupIJL.jpg,311997,height,6 60 25 cm 80 cm
111,https://m.media-amazon.com/images/I/31014HApIqL.jpg,411423,item_weight,365  Organic Hoisin SAUCE
112,https://m.media-amazon.com/images/I/3101lgy28BL.jpg,219211,wattage,Snenesedatr Sr SMART BX1 650W 4 FHI (6 2
113,https://m.media-amazon.com/images/I/3101lgy28BL.jpg,219211,item_weight,Snenesedatr Sr SMART BX1 650W 4 FHI (6 2
114,https://m.media-amazon.com/images/I/3105qskWRcL.jpg,219211,item_weight,ZPF TECHNOLOGY Fenver Gude Polet PZH-S500V Aenn Laed
115,https://m.media-amazon.com/images/I/3105qskWRcL.jpg,219211,wattage,ZPF TECHNOLOGY Fenver Gude Polet PZH-S500V Aenn Laed
116,https://m.media-amazon.com/images/I/3106Kd8KjnL.jpg,297918,item_weight,DINO BARS Strawberry; Pcar; Banana Oat Hcmp Hcant coconut Ou Fum oan WrappeD INEdiDLE PAPER_ NET WT L.0501 [jogi
117,https://m.media-amazon.com/images/I/3106iDqsfQL.jpg,267482,item_weight,Os 5 Gm)
118,https://m.media-amazon.com/images/I/3107VVwSyXL.jpg,849273,width,1 1 10cm/3.9in
119,https://m.media-amazon.com/images/I/3107VVwSyXL.jpg,849273,depth,1 1 10cm/3.9in
120,https://m.media-amazon.com/images/I/310BVU1bXvL.jpg,308856,item_weight,Cesar Grilled Steak & Eggs Flavor Classic Lcul Juce KL154;01514
121,https://m.media-amazon.com/images/I/310GYVrrJPS.jpg,982714,depth,"Biogents 5 5 25,7 cm"
122,https://m.media-amazon.com/images/I/310ICDHEK-L.jpg,365637,item_weight,GM : EXTvF 5tn: ihzm./1 _. 1tg Rr Pze 250g FIWBR : Z38Em/-;0
123,https://m.media-amazon.com/images/I/310PNQ4FmqL.jpg,488883,maximum_weight_recommendation,static load capacity 660lbs
124,https://m.media-amazon.com/images/I/310Qevq+VSL.jpg,630390,item_weight,Ilww Whey Protein [LTeri
125,https://m.media-amazon.com/images/I/310Th3tbqRL.jpg,494500,item_weight,12v
126,https://m.media-amazon.com/images/I/310Th3tbqRL.jpg,494500,voltage,12v
127,https://m.media-amazon.com/images/I/310Tz9gnk2L.jpg,276611,height,191cml 29cm 51cm
128,https://m.media-amazon.com/images/I/310VuJknGFS.jpg,478357,width,180 cm 90 cm 6 (0
129,https://m.media-amazon.com/images/I/310X-ftA6SL.jpg,933453,item_weight,"Lightweight at only 7,8 Ibs Tlcosi"
130,https://m.media-amazon.com/images/I/310YvVAYofL.jpg,311997,width,40 cm 31 cm 6 ~
131,https://m.media-amazon.com/images/I/310aYU-JigL.jpg,931856,width,25.6in(65cm)
132,https://m.media-amazon.com/images/I/310aYU-JigL.jpg,931856,height,25.6in(65cm)
133,https://m.media-amazon.com/images/I/310aYU-JigL.jpg,931856,depth,25.6in(65cm)
134,https://m.media-amazon.com/images/I/310dh1DQxRL.jpg,150913,maximum_weight_recommendation,Birth solbs per seat
135,https://m.media-amazon.com/images/I/310hyjPrgML.jpg,648011,height,zo.Ocm 2.9cm
136,https://m.media-amazon.com/images/I/310hyjPrgML.jpg,648011,depth,zo.Ocm 2.9cm
137,https://m.media-amazon.com/images/I/310kcUKMHOL.jpg,594224,height,18.5cm 8 1Ocm
138,https://m.media-amazon.com/images/I/310mwtoWn3L.jpg,658003,height,"29.95 cm 25,65 cm 9.45 Cm"
139,https://m.media-amazon.com/images/I/310oxdFmgLL.jpg,913156,width,100mm/3.93in 11.5mm/0.45in
140,https://m.media-amazon.com/images/I/310oxdFmgLL.jpg,913156,depth,100mm/3.93in 11.5mm/0.45in
141,https://m.media-amazon.com/images/I/310p+AOeZ6L.jpg,452717,height,3cm 14cm 3.4cm 4cm 7.Scm
142,https://m.media-amazon.com/images/I/310qlaeUSAL.jpg,449805,depth,208.5 CMTE 833'
143,https://m.media-amazon.com/images/I/310qlaeUSAL.jpg,449805,width,208.5 CMTE 833'
144,https://m.media-amazon.com/images/I/310rX4WoAFL.jpg,704724,depth,90cm/35.4in 1Ocm/3.9in
145,https://m.media-amazon.com/images/I/310rX4WoAFL.jpg,704724,height,90cm/35.4in 1Ocm/3.9in
146,https://m.media-amazon.com/images/I/310rX4WoAFL.jpg,704724,width,90cm/35.4in 1Ocm/3.9in
147,https://m.media-amazon.com/images/I/310uxz1C1+L.jpg,825954,item_volume,Brampton TechRolOdy LT0 PRO-FIX 20/20 LONG CURE CARFRIBGE Trakr 1oy @RT DA[
148,https://m.media-amazon.com/images/I/311+pYVZ1zL.jpg,478357,width,5Ocm Diameter 50cm
149,https://m.media-amazon.com/images/I/311+pYVZ1zL.jpg,478357,depth,5Ocm Diameter 50cm
150,https://m.media-amazon.com/images/I/3111QvQTfJL.jpg,386873,item_weight,SONY 46988 '10468 TNIT I-40C AIT-1 Turbo
151,https://m.media-amazon.com/images/I/3113NMTt2CL.jpg,478357,height,74.93cm g0cm 180cm
152,https://m.media-amazon.com/images/I/3118BjQXgAL.jpg,913156,depth,7.86 in / 20 cm 3.14 in / 8 cm
153,https://m.media-amazon.com/images/I/3118BjQXgAL.jpg,913156,height,7.86 in / 20 cm 3.14 in / 8 cm
154,https://m.media-amazon.com/images/I/31196HWGAjL.jpg,695925,width,Scm 1Ocm
155,https://m.media-amazon.com/images/I/31196HWGAjL.jpg,695925,height,Scm 1Ocm
156,https://m.media-amazon.com/images/I/311JBecauYL.jpg,640408,width,5mm 118mm  4. 35mm
157,https://m.media-amazon.com/images/I/311KCsFxw9L.jpg,521308,width,"30.3"" 36.2"""
158,https://m.media-amazon.com/images/I/311KCsFxw9L.jpg,521308,height,"30.3"" 36.2"""
159,https://m.media-amazon.com/images/I/311KDyOGX-L.jpg,957050,item_weight,"0.7"" Thin 2311b Lightweight"
160,https://m.media-amazon.com/images/I/311M6XKGJhL.jpg,752266,height,25*13cm
161,https://m.media-amazon.com/images/I/311PssCBQIL.jpg,961822,item_volume,Ahlntum EockE PEPP READY TO USE Ketoitatuecl
162,https://m.media-amazon.com/images/I/311UTstDjGL.jpg,312608,height,82cm 206.Scm 157cm
163,https://m.media-amazon.com/images/I/311ZqD+0WiL.jpg,507988,width,"10"" 80"""
164,https://m.media-amazon.com/images/I/311d86W-TPL.jpg,411423,item_weight,Nandos PERi-PERi SAUCE 2509 Extra Hot
165,https://m.media-amazon.com/images/I/311dT7UohfS.jpg,997176,voltage,1 152mm 6.Oin
166,https://m.media-amazon.com/images/I/311dT7UohfS.jpg,997176,wattage,1 152mm 6.Oin
167,https://m.media-amazon.com/images/I/311e8av9T8L.jpg,519155,item_weight,Product name: Electric pressure cooker brand: ZOKOP The rated voltage: 110v Rated power: 1OOOW weight: 6KG capacity: 6QT
168,https://m.media-amazon.com/images/I/311lBTY41pL.jpg,752266,width,H3Scm D1o. 5cm
169,https://m.media-amazon.com/images/I/311lBTY41pL.jpg,752266,depth,H3Scm D1o. 5cm
170,https://m.media-amazon.com/images/I/311nVBb35CL.jpg,279307,item_weight,Hienocabl 0 SL
171,https://m.media-amazon.com/images/I/311qj00+z6L.jpg,521308,height,"35.8"""
172,https://m.media-amazon.com/images/I/311uqJG-v3L.jpg,308671,item_weight,IhSTRINGKING METAL Jn
173,https://m.media-amazon.com/images/I/3121-R7e6gL.jpg,849273,width,7.8 in / 20.0 cm 1.1 in 3.0 cm
174,https://m.media-amazon.com/images/I/3121-R7e6gL.jpg,849273,height,7.8 in / 20.0 cm 1.1 in 3.0 cm
175,https://m.media-amazon.com/images/I/312BjPAAlcL.jpg,861555,width,14cm 14cm 14cm
176,https://m.media-amazon.com/images/I/312DIk+dXDL.jpg,279307,item_weight,Cauu Furta 3 CnviroCore 3 Totalac Shop Vac 3 AlI Around Bags Sac9 Bolsas Type
177,https://m.media-amazon.com/images/I/312aMY3cO9L.jpg,752266,depth,[ 1 7 0.79inch
178,https://m.media-amazon.com/images/I/312ux4Npq5L.jpg,156839,maximum_weight_recommendation,HEAVY DUTY MAX LORD 20 POUNDS TUBE 20% THICKER
179,https://m.media-amazon.com/images/I/3130yji+ASL.jpg,658892,depth,5.9 in / 15 cm in / 3.0 cm 1.1
180,https://m.media-amazon.com/images/I/3130yji+ASL.jpg,658892,width,5.9 in / 15 cm in / 3.0 cm 1.1
181,https://m.media-amazon.com/images/I/3131mkESkQL.jpg,594191,item_weight,ACTIVE Drn YEaj {CHEActive HEMAnumaKr@AGN 6.2 in 15 cm RED STARI Active Dry Yeast OeaiPolmMeTteDONETO 32 0z (2 Ibs) 908
182,https://m.media-amazon.com/images/I/3136hKrB0xS.jpg,311997,height,6 4 60 cm 24 cm
183,https://m.media-amazon.com/images/I/313H+KOefpL.jpg,900671,wattage,I88 M BLACK+ DECKER)
184,https://m.media-amazon.com/images/I/313H+KOefpL.jpg,900671,voltage,I88 M BLACK+ DECKER)
185,https://m.media-amazon.com/images/I/313P9jCeUEL.jpg,411423,item_weight,2 1
186,https://m.media-amazon.com/images/I/313PqxvaGFL.jpg,783898,width,7.19cm/ 2.83inch M 5.08cm/2inch
187,https://m.media-amazon.com/images/I/313PqxvaGFL.jpg,783898,depth,7.19cm/ 2.83inch M 5.08cm/2inch
188,https://m.media-amazon.com/images/I/313Y-Pmq5OL.jpg,452717,height,2.7 in / 7.0 cm 11.0 in 28.0 cm
189,https://m.media-amazon.com/images/I/313Y-Pmq5OL.jpg,452717,depth,2.7 in / 7.0 cm 11.0 in 28.0 cm
190,https://m.media-amazon.com/images/I/313ZWJXgMXL.jpg,276075,item_weight,CLINIQUE JCJer dsbla Iace Dowder 3upeiouce doube efful PootNFIU 304
191,https://m.media-amazon.com/images/I/313cKYWS+nL.jpg,478357,depth,40cm 61cm
192,https://m.media-amazon.com/images/I/313cKYWS+nL.jpg,478357,height,40cm 61cm
193,https://m.media-amazon.com/images/I/313gsCHpfeL.jpg,704724,item_weight,PRODUCT WEIGHT: 6.2 LBS; COMPACT SIZE FOR EASY TRANSPORT
194,https://m.media-amazon.com/images/I/313h5LWmlcL.jpg,311997,height,20 cm 6 3 20 cm
195,https://m.media-amazon.com/images/I/313iZcTsPNL.jpg,120219,height,27.4cm 33.3cm 10.+cm
196,https://m.media-amazon.com/images/I/313iZcTsPNL.jpg,120219,width,27.4cm 33.3cm 10.+cm
197,https://m.media-amazon.com/images/I/313rlTwmR9L.jpg,478357,maximum_weight_recommendation,401b WEIGHT LIMIT
198,https://m.media-amazon.com/images/I/313sSWfiIYL.jpg,801837,item_weight,33grams Bottle diamete IZmm thread 1/2-20 UNF Itcn 3cm
199,https://m.media-amazon.com/images/I/3141MAkuatL.jpg,926134,item_weight,BUTTeR 2.8 In cm REnIa
200,https://m.media-amazon.com/images/I/31445Xcd2XL.jpg,149708,height,37.5cm/14.76in
201,https://m.media-amazon.com/images/I/31445Xcd2XL.jpg,149708,depth,37.5cm/14.76in
202,https://m.media-amazon.com/images/I/31445Xcd2XL.jpg,149708,width,37.5cm/14.76in
203,https://m.media-amazon.com/images/I/3145h9GZigL.jpg,939129,height,10 in 7.4 in 13.2 in
204,https://m.media-amazon.com/images/I/3145h9GZigL.jpg,939129,depth,10 in 7.4 in 13.2 in
205,https://m.media-amazon.com/images/I/3147F5NHEdL.jpg,900671,wattage,OIl-FREE FRYINGI With rapid air frying technology; you enioy faster andtheakhler rying experence LVMn little 12 Hour Timer preset purictoks DISHWasher SAfE BaskOT 17oow
206,https://m.media-amazon.com/images/I/3147F5NHEdL.jpg,900671,voltage,OIl-FREE FRYINGI With rapid air frying technology; you enioy faster andtheakhler rying experence LVMn little 12 Hour Timer preset purictoks DISHWasher SAfE BaskOT 17oow
207,https://m.media-amazon.com/images/I/31489jH+cnL.jpg,966823,height,17.9acm j0.Sin 76sTcm CnugmtI
208,https://m.media-amazon.com/images/I/314FxsDUTFL.jpg,411423,item_weight,"I #P0A2 ""HBI BLACK BEAN GARLIC SAUCE INETWEIGHT 225 9 [8 0"
209,https://m.media-amazon.com/images/I/314Gwp04mYL.jpg,825239,item_weight,"'11,8*8 Weight St GtCut Gute Fibreglass Poles"
210,https://m.media-amazon.com/images/I/314J9z-v4HL.jpg,966823,depth,213.5mm 7 85.7mm
211,https://m.media-amazon.com/images/I/314NPHTZhwL.jpg,628971,item_weight,h Eute1 Nutrition Facts Sonn 04(14) 3uruiy Cat= cuolles Cante Fal 30 Ue 1 E Sallku Ful 03 Loud Curbahyurule Jid Dl Fitr 7 5au Cholesteroh 0'O Sodium rumn Piotein Wtnttel Mcti Eelanil
212,https://m.media-amazon.com/images/I/314VKLwLwYL.jpg,276611,height,128cm 75cm 25cm
213,https://m.media-amazon.com/images/I/314gI8VlFOL.jpg,635528,voltage,(oduaLpOw Ponlrunk etei An oulovoorrsvda Fc (( RoHs % 0
214,https://m.media-amazon.com/images/I/314oOH7ICvS.jpg,311997,width,30 cm 60 cm 6 3
215,https://m.media-amazon.com/images/I/314oOH7ICvS.jpg,311997,height,30 cm 60 cm 6 3
216,https://m.media-amazon.com/images/I/314p2NKHdLL.jpg,348551,voltage,(Rebar TYING MACHINE
217,https://m.media-amazon.com/images/I/314p2NKHdLL.jpg,348551,wattage,(Rebar TYING MACHINE
218,https://m.media-amazon.com/images/I/314p2NKHdLL.jpg,348551,item_weight,(Rebar TYING MACHINE
219,https://m.media-amazon.com/images/I/314p4MOJlRL.jpg,625310,item_weight,"SPECIFICATIONS Descripton: Frequency response Powver handling Amplifier output Low frequency drvers; High frequency dnvcrs; Scnsitivity (2 a3VfIm). Noiririal #npedarice Dimersicns (* Wx DJ 2-way salellile speaker B0HZ ?0kHz (+3dB} 200 watts peak 50 watts coniinuous NIA Singlo (TOOmm) magnetically shiclaed Singlc 1/2"" ( 12mm); Iitanium Iaminato magnetically shicldcd BOdB phms 9"" * 6-I/8"" * 5-1/2"" (2281ir K #SSmtirt 139rrun)"
220,https://m.media-amazon.com/images/I/314vPdiXQFL.jpg,462731,depth,Dinner Forks The simple design works in a home or restaurant setting 20.6 cm 1.V inch 2.7 cm Sulstantial weight well-balanced 18/0 Dishwasher sale stainless scee
221,https://m.media-amazon.com/images/I/314vPdiXQFL.jpg,462731,height,Dinner Forks The simple design works in a home or restaurant setting 20.6 cm 1.V inch 2.7 cm Sulstantial weight well-balanced 18/0 Dishwasher sale stainless scee
222,https://m.media-amazon.com/images/I/314wRJd39EL.jpg,488883,height,"43.18cm 41,91cm 90.17cm"
223,https://m.media-amazon.com/images/I/314xpT+zaWL.jpg,709627,item_weight,Weight - 50.7 Lbs 8.66 Inches 9.37 Inches 20.55 Inches
224,https://m.media-amazon.com/images/I/3158RU753EL.jpg,243137,depth,# 0 3ft wide 9Ocm
225,https://m.media-amazon.com/images/I/3158RU753EL.jpg,243137,width,# 0 3ft wide 9Ocm
226,https://m.media-amazon.com/images/I/315C1CvRpTL.jpg,823083,height,8.Scm 19.Scm 26cm
